Objekt	Date	CleaningType
BBT 322	2018-09-25	Syradisk
BBT 311	2018-09-26	Lutdisk
BBT 307	2018-09-26	Syradisk
BBT 318	2018-09-26	Syradisk
BBT 309	2018-09-26	Syradisk
BBT 320	2018-09-26	Lutdisk
Filtret Sterilning	2018-09-26	Genomförd
BBT 314	2018-09-27	Syradisk
BBT 324	2018-09-27	Syradisk
BBT 306	2018-09-27	Syradisk
Filtret Sterilning	2018-09-27	Genomförd
T34	2018-09-27	Lutdisk
T34	2018-09-28	Lutdisk
Filtret-Veckoavslut	2018-09-28	Lutsterilning
T45	2018-09-28	Lutdisk
Filtret-Veckoavslut	2018-09-28	Lutsterilning
Vattenfilter	2018-09-28	Genomförd
Kontrollera BBT:er i Citect	2018-09-28	Genomförd
Maltax	2018-09-28	Rengjord
Aldox	2018-09-28	Syradisk
BBT 304	2018-09-30	Syradisk
BBT 323	2018-10-01	Lutdisk
BBT 309	2018-10-01	Lutdisk
BBT 305	2018-10-02	Lutdisk
BBT 318	2018-10-02	Syradisk
BBT 315	2018-10-02	Lutdisk
BBT 311	2018-10-02	Syradisk
BBT 322	2018-10-02	Syradisk
BBT 313	2018-10-02	Syradisk
BBT 307	2018-10-03	Syradisk
BBT 320	2018-10-03	Syradisk
BBT 312	2018-10-03	Lutdisk
BBT 306	2018-10-03	Syradisk
BBT 315	2018-10-04	Syradisk
BBT 320	2018-10-04	Syradisk
BBT 324	2018-10-04	Lutdisk
BBT 310	2018-10-05	Lutdisk
Maltax	2018-10-05	Rengjord
T45	2018-10-05	Syradisk
Filtret-Veckoavslut	2018-10-06	Lutsterilning
Kontrollera BBT:er i Citect	2018-10-06	Genomförd
T34	2018-10-06	Syradisk
BBT 314	2018-10-07	Syradisk
BBT 312	2018-10-07	Syradisk
BBT 318	2018-10-07	Lutdisk
BBT 308	2018-10-07	Syradisk
BBT 304	2018-10-07	Syradisk
BBT 316	2018-10-08	Syradisk
BBT 306	2018-10-09	Syradisk
BBT 315	2018-10-09	Lutdisk
BBT 311	2018-10-09	Syradisk
BBT 313	2018-10-09	Syradisk
BBT 325	2018-10-09	Lutdisk
BBT 309	2018-10-10	Syradisk
BBT 305	2018-10-10	Syradisk
BBT 317	2018-10-10	Lutdisk
BBT 305	2018-10-12	Lutdisk
T34	2018-10-12	Syradisk
T45	2018-10-12	Syradisk
Maltax	2018-10-12	Rengjord
Kontrollera BBT:er i Citect	2018-10-12	Genomförd
Filtret-Veckoavslut	2018-10-12	Lutsterilning
BBT 311	2018-10-14	Syradisk
BBT 323	2018-10-14	Syradisk
BBT 314	2018-10-14	Lutdisk
BBT 318	2018-10-15	Syradisk
BBT 308	2018-10-15	Lutdisk
BBT 305	2018-10-15	Syradisk
BBT 324	2018-10-16	Syradisk
BBT 310	2018-10-16	Syradisk
BBT 325	2018-10-16	Syradisk
Filtret Sterilning	2018-10-17	Genomförd
T34	2018-10-17	Lutdisk
CIP av 321 & 45 Tillsammans	2018-10-17	Lutdisk
T45	2018-10-17	Lutdisk
BBT 321	2018-10-17	Lutdisk
BBT 316	2018-10-17	Lutdisk
BBT 313	2018-10-18	Lutdisk
BBT 304	2018-10-18	Lutdisk
BBT 322	2018-10-18	Lutdisk
BBT 320	2018-10-18	Lutdisk
BBT 319	2018-10-18	Lutdisk
BBT 309	2018-10-19	Syradisk
BBT 315	2018-10-19	Syradisk
Maltax	2018-10-19	Rengjord
T34	2018-10-19	Syradisk
Kontrollera BBT:er i Citect	2018-10-19	Genomförd
Vattenfilter	2018-10-19	Genomförd
T45	2018-10-19	Syradisk
Filtret-Veckoavslut	2018-10-19	Lutsterilning
BBT 311	2018-10-21	Lutdisk
BBT 317	2018-10-21	Syradisk
BBT 306	2018-10-21	Lutdisk
BBT 324	2018-10-22	Syradisk
BBT 323	2018-10-22	Syradisk
BBT 307	2018-10-23	Lutdisk
BBT 305	2018-10-23	Syradisk
BBT 313	2018-10-23	Syradisk
BBT 320	2018-10-23	Syradisk
Filtret Sterilning	2018-10-24	Genomförd
BBT 319	2018-10-24	Syradisk
BBT 312	2018-10-24	Syradisk
BBT 304	2018-10-25	Syradisk
BBT 308	2018-10-25	Syradisk
BBT 306	2018-10-25	Syradisk
Filtret Sterilning	2018-10-25	Genomförd
T34	2018-10-25	Syradisk
BBT 323	2018-10-25	Lutdisk
BBT 315	2018-10-26	Syradisk
BBT 324	2018-10-26	Lutdisk
Maltax	2018-10-26	Rengjord
Filtret-Veckoavslut	2018-10-26	Lutsterilning
T34	2018-10-26	Lutdisk
T45	2018-10-26	Lutdisk
Vattenfilter	2018-10-27	Genomförd
Kontrollera BBT:er i Citect	2018-10-27	Genomförd
BBT 310	2018-10-28	Lutdisk
BBT 311	2018-10-29	Syradisk
BBT 309	2018-10-29	Lutdisk
BBT 316	2018-10-29	Syradisk
BBT 305	2018-10-30	Syradisk
BBT 313	2018-10-30	Syradisk
BBT 325	2018-10-30	Syradisk
BBT 314	2018-10-30	Syradisk
Filtret Sterilning	2018-10-31	Genomförd
BBT 315	2018-10-31	Lutdisk
BBT 319	2018-10-31	Syradisk
BBT 312	2018-10-31	Lutdisk
BBT 322	2018-11-01	Syradisk
BBT 308	2018-11-01	Syradisk
BBT 304	2018-11-01	Syradisk
BBT 307	2018-11-02	Syradisk
BBT 306	2018-11-02	Syradisk
BBT 317	2018-11-02	Lutdisk
BBT 323	2018-11-02	Syradisk
Filtret-Veckoavslut	2018-11-03	Lutsterilning
T45	2018-11-03	Syradisk
BBT 311	2018-11-04	Syradisk
BBT 310	2018-11-04	Syradisk
BBT 325	2018-11-04	Syradisk
BBT 321	2018-11-04	Syradisk
Filtret Sterilning	2018-11-05	Genomförd
BBT 313	2018-11-06	Syradisk
BBT 315	2018-11-06	Syradisk
BBT 309	2018-11-06	Syradisk
BBT 316	2018-11-07	Syradisk
BBT 319	2018-11-07	Syradisk
BBT 314	2018-11-07	Lutdisk
BBT 324	2018-11-08	Syradisk
BBT 315	2018-11-09	Lutdisk
T45	2018-11-09	Syradisk
Vattenfilter	2018-11-09	Genomförd
T34	2018-11-09	Syradisk
Kontrollera BBT:er i Citect	2018-11-09	Genomförd
Filtret-Veckoavslut	2018-11-09	Lutsterilning
Maltax	2018-11-09	Rengjord
BBT 325	2018-11-11	Lutdisk
BBT 304	2018-11-11	Lutdisk
BBT 307	2018-11-12	Lutdisk
BBT 320	2018-11-12	Lutdisk
BBT 308	2018-11-12	Lutdisk
BBT 311	2018-11-12	Lutdisk
BBT 306	2018-11-12	Lutdisk
BBT 322	2018-11-13	Lutdisk
BBT 323	2018-11-13	Syradisk
BBT 309	2018-11-13	Syradisk
BBT 319	2018-11-14	Lutdisk
BBT 310	2018-11-14	Syradisk
BBT 313	2018-11-14	Lutdisk
BBT 305	2018-11-15	Lutdisk
BBT 317	2018-11-15	Syradisk
BBT 312	2018-11-15	Syradisk
BBT 316	2018-11-16	Lutdisk
BBT 315	2018-11-16	Syradisk
T45	2018-11-16	Lutdisk
Vattenfilter	2018-11-16	Genomförd
T34	2018-11-16	Lutdisk
Aldox	2018-11-16	Syradisk
Maltax	2018-11-16	Rengjord
Vattenfilter	2018-11-16	Genomförd
Kontrollera BBT:er i Citect	2018-11-16	Genomförd
Kolsyraledning	2018-11-16	Rengjord
Filtret-Veckoavslut	2018-11-16	Lutsterilning
BBT 310	2018-11-18	Lutdisk
BBT 311	2018-11-18	Syradisk
BBT 325	2018-11-18	Syradisk
BBT 307	2018-11-19	Syradisk
T34	2018-11-19	Syradisk
BBT 322	2018-11-19	Syradisk
BBT 306	2018-11-19	Syradisk
BBT 323	2018-11-19	Lutdisk
BBT 314	2018-11-20	Syradisk
Filtret Sterilning	2018-11-20	Genomförd
BBT 304	2018-11-22	Syradisk
BBT 317	2018-11-22	Syradisk
BBT 308	2018-11-22	Syradisk
BBT 312	2018-11-22	Syradisk
BBT 309	2018-11-22	Lutdisk
BBT 316	2018-11-22	Syradisk
BBT 305	2018-11-23	Syradisk
Filtret-Veckoavslut	2018-11-24	Lutsterilning
T45	2018-11-24	Syradisk
T34	2018-11-24	Syradisk
BBT 313	2018-11-24	Syradisk
BBT 306	2018-11-25	Syradisk
BBT 322	2018-11-26	Syradisk
T45	2018-11-26	Lutdisk
T34	2018-11-26	Syradisk
CIP av 321 & 45 Tillsammans	2018-11-26	Lutdisk
BBT 306	2018-11-26	Syradisk
BBT 321	2018-11-26	Lutdisk
BBT 320	2018-11-26	Syradisk
BBT 323	2018-11-27	Syradisk
BBT 307	2018-11-27	Syradisk
BBT 311	2018-11-28	Syradisk
BBT 308	2018-11-29	Syradisk
BBT 324	2018-11-29	Lutdisk
BBT 309	2018-11-29	Syradisk
BBT 312	2018-11-29	Lutdisk
BBT 317	2018-11-30	Lutdisk
BBT 304	2018-11-30	Syradisk
BBT 308	2018-11-30	Lutdisk
BBT 305	2018-11-30	Syradisk
Kontrollera BBT:er i Citect	2018-12-01	Genomförd
Filtret Sterilning	2018-12-01	Genomförd
Maltax	2018-12-01	Rengjord
T34	2018-12-01	Syradisk
T45	2018-12-02	Syradisk
BBT 315	2018-12-02	Lutdisk
BBT 316	2018-12-02	Syradisk
BBT 310	2018-12-03	Syradisk
BBT 304	2018-12-03	Lutdisk
BBT 312	2018-12-03	Syradisk
BBT 317	2018-12-03	Syradisk
BBT 323	2018-12-03	Syradisk
BBT 324	2018-12-03	Syradisk
BBT 314	2018-12-04	Lutdisk
BBT 322	2018-12-04	Syradisk
BBT 322	2018-12-04	Lutdisk
BBT 305	2018-12-04	Lutdisk
Filtret-Veckoavslut	2018-12-04	Lutsterilning
BBT 320	2018-12-05	Lutdisk
BBT 304	2018-12-05	Syradisk
BBT 325	2018-12-05	Lutdisk
BBT 308	2018-12-05	Syradisk
BBT 313	2018-12-06	Lutdisk
BBT 305	2018-12-06	Syradisk
BBT 319	2018-12-06	Lutdisk
BBT 314	2018-12-06	Lutdisk
BBT 309	2018-12-06	Syradisk
BBT 315	2018-12-07	Syradisk
BBT 312	2018-12-07	Syradisk
BBT 308	2018-12-07	Syradisk
T34	2018-12-08	Syradisk
T45	2018-12-08	Syradisk
Maltax	2018-12-08	Rengjord
Kontrollera BBT:er i Citect	2018-12-08	Genomförd
BBT 305	2018-12-10	Syradisk
BBT 317	2018-12-10	Syradisk
BBT 324	2018-12-10	Syradisk
BBT 306	2018-12-10	Lutdisk
BBT 311	2018-12-11	Lutdisk
BBT 310	2018-12-11	Lutdisk
BBT 306	2018-12-12	Syradisk
BBT 304	2018-12-12	Syradisk
T34	2018-12-12	Syradisk
Filtret Sterilning	2018-12-12	Genomförd
BBT 305	2018-12-12	Syradisk
BBT 317	2018-12-12	Syradisk
BBT 312	2018-12-13	Syradisk
BBT 325	2018-12-13	Syradisk
BBT 320	2018-12-13	Syradisk
BBT 316	2018-12-13	Lutdisk
BBT 309	2018-12-13	Syradisk
BBT 323	2018-12-13	Lutdisk
BBT 311	2018-12-13	Syradisk
BBT 314	2018-12-13	Syradisk
BBT 312	2018-12-14	Lutdisk
BBT 319	2018-12-14	Syradisk
T34	2018-12-14	Lutdisk
Kontrollera BBT:er i Citect	2018-12-14	Genomförd
Filtret Sterilning	2018-12-14	Genomförd
T45	2018-12-14	Syradisk
Maltax	2018-12-14	Rengjord
Gurtank T66	2018-12-15	Syradisk
Gurtank T67	2018-12-15	Syradisk
BBT 315	2018-12-16	Syradisk
BBT 322	2018-12-16	Syradisk
BBT 304	2018-12-16	Syradisk
BBT 308	2018-12-17	Syradisk
BBT 319	2018-12-17	Syradisk
BBT 324	2018-12-17	Syradisk
BBT 323	2018-12-19	Syradisk
BBT 311	2018-12-19	Syradisk
BBT 305	2018-12-20	Syradisk
BBT 310	2018-12-20	Syradisk
BBT 312	2018-12-20	Syradisk
BBT 325	2018-12-21	Syradisk
T34	2018-12-21	Syradisk
T45	2018-12-21	Lutdisk
Vattenfilter	2018-12-21	Genomförd
CIP av 321 & 45 Tillsammans	2018-12-21	Lutdisk
Kontrollera BBT:er i Citect	2018-12-21	Genomförd
BBT 321	2018-12-21	Lutdisk
Filtret Sterilning	2018-12-21	Genomförd
Maltax	2018-12-21	Rengjord
301 Vattentank	2018-12-21	Lutdisk
Aldox	2018-12-21	Syradisk
302 Vattentank	2018-12-21	Lutdisk
303 Vattentank	2018-12-22	Lutdisk
BBT 317	2018-12-22	Lutdisk
Filtret-Veckoavslut	2018-12-23	Lutsterilning
Lilla balanssystemet (2)	2018-12-26	Lutdisk
Stora balanssystemet (1)	2018-12-26	Lutdisk
BBT 310	2018-12-26	Syradisk
BBT 304	2018-12-26	Lutdisk
BBT 306	2018-12-26	Syradisk
BBT 316	2018-12-26	Syradisk
BBT 324	2018-12-26	Lutdisk
BBT 319	2018-12-27	Syradisk
BBT 325	2018-12-27	Lutdisk
BBT 312	2018-12-27	Syradisk
BBT 317	2018-12-27	Syradisk
T34	2018-12-28	Syradisk
T45	2018-12-28	Syradisk
BBT 305	2018-12-28	Lutdisk
Aldox	2018-12-28	Syradisk
Maltax	2018-12-28	Rengjord
Kontrollera BBT:er i Citect	2018-12-28	Genomförd
BBT 320	2018-12-28	Lutdisk
Filtret-Veckoavslut	2018-12-28	Lutsterilning
BBT 315	2018-12-28	Lutdisk
BBT 309	2019-01-01	Lutdisk
BBT 312	2019-01-02	Syradisk
BBT 309	2019-01-02	Syradisk
BBT 304	2019-01-02	Syradisk
BBT 305	2019-01-02	Syradisk
BBT 318	2019-01-03	Lutdisk
BBT 315	2019-01-03	Syradisk
BBT 320	2019-01-03	Syradisk
BBT 309	2019-01-04	Syradisk
BBT 323	2019-01-04	Lutdisk
BBT 319	2019-01-04	Syradisk
BBT 317	2019-01-04	Syradisk
Kontrollera BBT:er i Citect	2019-01-04	Genomförd
T45	2019-01-04	Syradisk
Maltax	2019-01-04	Rengjord
Filtret-Veckoavslut	2019-01-05	Lutsterilning
T34	2019-01-05	Syradisk
BBT 314	2019-01-06	Lutdisk
BBT 306	2019-01-06	Lutdisk
BBT 316	2019-01-06	Lutdisk
BBT 310	2019-01-07	Lutdisk
BBT 311	2019-01-07	Lutdisk
BBT 321	2019-01-07	Syradisk
BBT 308	2019-01-08	Lutdisk
BBT 322	2019-01-09	Lutdisk
BBT 318	2019-01-10	Syradisk
BBT 320	2019-01-10	Syradisk
BBT 305	2019-01-10	Syradisk
BBT 324	2019-01-10	Syradisk
BBT 313	2019-01-10	Lutdisk
Filtret Sterilning	2019-01-12	Genomförd
Maltax	2019-01-12	Rengjord
Vattenfilter	2019-01-12	Genomförd
Kontrollera BBT:er i Citect	2019-01-12	Genomförd
T34	2019-01-12	Lutdisk
T45	2019-01-12	Lutdisk
BBT 312	2019-01-13	Lutdisk
BBT 322	2019-01-13	Syradisk
BBT 313	2019-01-13	Syradisk
BBT 309	2019-01-13	Syradisk
BBT 325	2019-01-14	Syradisk
BBT 317	2019-01-14	Lutdisk
BBT 316	2019-01-14	Syradisk
BBT 314	2019-01-14	Syradisk
BBT 311	2019-01-14	Syradisk
BBT 304	2019-01-15	Lutdisk
BBT 310	2019-01-16	Syradisk
BBT 315	2019-01-16	Syradisk
BBT 308	2019-01-16	Syradisk
Filtret Sterilning	2019-01-16	Genomförd
BBT 304	2019-01-16	Syradisk
BBT 313	2019-01-17	Syradisk
BBT 310	2019-01-17	Syradisk
BBT 324	2019-01-17	Lutdisk
BBT 323	2019-01-17	Syradisk
BBT 318	2019-01-18	Syradisk
BBT 321	2019-01-21	Lutdisk
CIP av 321 & 45 Tillsammans	2019-01-21	Lutdisk
T45	2019-01-21	Lutdisk
BBT 317	2019-01-21	Syradisk
BBT 309	2019-01-21	Lutdisk
BBT 319	2019-01-22	Lutdisk
BBT 306	2019-01-22	Syradisk
BBT 323	2019-01-23	Syradisk
Filtret Sterilning	2019-01-24	Genomförd
BBT 308	2019-01-24	Syradisk
BBT 324	2019-01-24	Syradisk
BBT 325	2019-01-24	Lutdisk
BBT 305	2019-01-24	Lutdisk
BBT 323	2019-01-25	Lutdisk
BBT 310	2019-01-25	Syradisk
Kontrollera BBT:er i Citect	2019-01-25	Genomförd
T34	2019-01-26	Syradisk
Maltax	2019-01-27	Rengjord
Filtret-Veckoavslut	2019-01-27	Lutsterilning
BBT 323	2019-01-27	Syradisk
BBT 305	2019-01-27	Syradisk
BBT 310	2019-01-27	Lutdisk
BBT 314	2019-01-27	Lutdisk
BBT 316	2019-01-28	Lutdisk
BBT 312	2019-01-28	Syradisk
BBT 309	2019-01-28	Syradisk
BBT 318	2019-01-29	Lutdisk
T34	2019-01-29	Syradisk
BBT 304	2019-01-30	Syradisk
BBT 317	2019-01-30	Syradisk
BBT 308	2019-01-30	Lutdisk
BBT 314	2019-01-30	Syradisk
BBT 324	2019-01-31	Syradisk
BBT 313	2019-02-01	Lutdisk
BBT 322	2019-02-01	Lutdisk
BBT 304	2019-02-01	Lutdisk
T45	2019-02-02	Syradisk
Maltax	2019-02-02	Rengjord
Kontrollera BBT:er i Citect	2019-02-02	Genomförd
Filtret-Veckoavslut	2019-02-02	Lutsterilning
T34	2019-02-02	Lutdisk
BBT 309	2019-02-03	Syradisk
BBT 325	2019-02-03	Syradisk
BBT 319	2019-02-03	Syradisk
BBT 306	2019-02-03	Lutdisk
Filtret Sterilning	2019-02-03	Genomförd
T34	2019-02-03	Syradisk
BBT 310	2019-02-04	Syradisk
BBT 311	2019-02-04	Lutdisk
BBT 312	2019-02-04	Lutdisk
BBT 315	2019-02-04	Lutdisk
BBT 317	2019-02-04	Lutdisk
BBT 318	2019-02-05	Syradisk
BBT 324	2019-02-05	Lutdisk
BBT 314	2019-02-05	Syradisk
BBT 305	2019-02-05	Syradisk
BBT 308	2019-02-05	Syradisk
BBT 307	2019-02-06	Lutdisk
BBT 321	2019-02-06	Syradisk
BBT 316	2019-02-06	Syradisk
BBT 325	2019-02-08	Syradisk
Filtret Sterilning	2019-02-08	Genomförd
T34	2019-02-08	Syradisk
BBT 313	2019-02-08	Syradisk
BBT 311	2019-02-08	Syradisk
T34	2019-02-08	Syradisk
T45	2019-02-08	Syradisk
Filtret-Veckoavslut	2019-02-08	Lutsterilning
Vattenfilter	2019-02-08	Genomförd
Aldox	2019-02-09	Syradisk
BBT 322	2019-02-10	Syradisk
BBT 309	2019-02-11	Lutdisk
BBT 306	2019-02-11	Syradisk
BBT 319	2019-02-11	Lutdisk
Filtret Sterilning	2019-02-11	Genomförd
T34	2019-02-11	Syradisk
BBT 317	2019-02-11	Syradisk
BBT 311	2019-02-12	Syradisk
BBT 308	2019-02-12	Syradisk
BBT 312	2019-02-12	Syradisk
BBT 325	2019-02-12	Lutdisk
BBT 324	2019-02-12	Syradisk
BBT 313	2019-02-13	Syradisk
T34	2019-02-13	Syradisk
BBT 315	2019-02-13	Syradisk
BBT 321	2019-02-14	Lutdisk
BBT 307	2019-02-14	Syradisk
BBT 304	2019-02-15	Syradisk
BBT 320	2019-02-15	Lutdisk
T45	2019-02-15	Syradisk
Maltax	2019-02-15	Rengjord
Filtret-Veckoavslut	2019-02-15	Lutsterilning
T34	2019-02-15	Syradisk
BBT 317	2019-02-15	Syradisk
BBT 305	2019-02-15	Lutdisk
Kontrollera BBT:er i Citect	2019-02-16	Genomförd
BBT 310	2019-02-17	Syradisk
BBT 310	2019-02-17	Lutdisk
BBT 314	2019-02-17	Syradisk
BBT 314	2019-02-17	Lutdisk
BBT 323	2019-02-17	Lutdisk
BBT 322	2019-02-17	Syradisk
BBT 308	2019-02-17	Syradisk
BBT 308	2019-02-17	Lutdisk
BBT 304	2019-02-19	Lutdisk
BBT 325	2019-02-19	Syradisk
BBT 311	2019-02-20	Syradisk
BBT 312	2019-02-20	Syradisk
BBT 315	2019-02-20	Syradisk
BBT 313	2019-02-20	Syradisk
BBT 308	2019-02-21	Syradisk
T34	2019-02-21	Lutdisk
BBT 306	2019-02-21	Lutdisk
BBT 310	2019-02-21	Syradisk
BBT 323	2019-02-22	Syradisk
T34	2019-02-22	Syradisk
Kolsyraledning	2019-02-22	Rengjord
T45	2019-02-22	Lutdisk
Maltax	2019-02-22	Rengjord
Filtret-Veckoavslut	2019-02-22	Lutsterilning
Aldox	2019-02-22	Syradisk
Kontrollera BBT:er i Citect	2019-02-22	Genomförd
BBT 315	2019-02-24	Lutdisk
BBT 306	2019-02-24	Syradisk
BBT 309	2019-02-25	Syradisk
BBT 316	2019-02-25	Syradisk
BBT 317	2019-02-25	Syradisk
BBT 320	2019-02-25	Syradisk
BBT 322	2019-02-25	Lutdisk
BBT 305	2019-02-25	Syradisk
BBT 313	2019-02-25	Lutdisk
BBT 314	2019-02-28	Syradisk
BBT 316	2019-03-01	Lutdisk
BBT 307	2019-03-01	Lutdisk
BBT 318	2019-03-01	Lutdisk
BBT 317	2019-03-01	Lutdisk
BBT 319	2019-03-01	Syradisk
BBT 319	2019-03-01	Lutdisk
T34	2019-03-03	Lutdisk
BBT 320	2019-03-04	Syradisk
BBT 312	2019-03-04	Lutdisk
BBT 310	2019-03-04	Syradisk
BBT 323	2019-03-04	Syradisk
BBT 324	2019-03-05	Lutdisk
BBT 308	2019-03-05	Syradisk
BBT 318	2019-03-05	Syradisk
BBT 309	2019-03-05	Lutdisk
BBT 304	2019-03-06	Syradisk
BBT 311	2019-03-06	Lutdisk
Filtret Sterilning	2019-03-06	Genomförd
T34	2019-03-06	Syradisk
BBT 321	2019-03-07	Syradisk
T45	2019-03-07	Syradisk
CIP av 321 & 45 Tillsammans	2019-03-07	Lutdisk
BBT 304	2019-03-08	Lutdisk
Kontrollera BBT:er i Citect	2019-03-08	Genomförd
T34	2019-03-08	Syradisk
Filtret-Veckoavslut	2019-03-08	Lutsterilning
T45	2019-03-08	Syradisk
Aldox	2019-03-10	Syradisk
Vattenfilter	2019-03-10	Genomförd
BBT 319	2019-03-10	Syradisk
BBT 314	2019-03-10	Syradisk
BBT 317	2019-03-10	Syradisk
BBT 325	2019-03-11	Lutdisk
BBT 307	2019-03-11	Lutdisk
BBT 312	2019-03-11	Lutdisk
BBT 323	2019-03-11	Lutdisk
BBT 324	2019-03-12	Syradisk
BBT 318	2019-03-12	Syradisk
BBT 308	2019-03-12	Lutdisk
T34	2019-03-13	Syradisk
BBT 311	2019-03-13	Syradisk
BBT 310	2019-03-14	Lutdisk
BBT 311	2019-03-14	Syradisk
BBT 307	2019-03-15	Syradisk
BBT 323	2019-03-15	Syradisk
T34	2019-03-16	Syradisk
Filtret Sterilning	2019-03-16	Genomförd
Maltax	2019-03-16	Rengjord
T45	2019-03-16	Syradisk
BBT 319	2019-03-17	Syradisk
BBT 314	2019-03-18	Lutdisk
BBT 304	2019-03-18	Syradisk
BBT 321	2019-03-18	Syradisk
BBT 317	2019-03-18	Syradisk
BBT 316	2019-03-19	Syradisk
BBT 306	2019-03-19	Lutdisk
BBT 305	2019-03-19	Lutdisk
BBT 306	2019-03-20	Syradisk
BBT 311	2019-03-20	Syradisk
T34	2019-03-20	Syradisk
BBT 315	2019-03-20	Lutdisk
BBT 313	2019-03-21	Lutdisk
BBT 320	2019-03-21	Lutdisk
BBT 305	2019-03-21	Syradisk
BBT 318	2019-03-21	Syradisk
BBT 325	2019-03-21	Syradisk
BBT 310	2019-03-21	Syradisk
BBT 311	2019-03-22	Lutdisk
BBT 306	2019-03-22	Syradisk
BBT 323	2019-03-22	Syradisk
Maltax	2019-03-22	Rengjord
Filtret-Veckoavslut	2019-03-22	Lutsterilning
T34	2019-03-23	Lutdisk
Kontrollera BBT:er i Citect	2019-03-23	Genomförd
BBT 322	2019-03-24	Lutdisk
BBT 312	2019-03-24	Syradisk
BBT 317	2019-03-25	Lutdisk
BBT 308	2019-03-25	Syradisk
BBT 318	2019-03-25	Syradisk
BBT 309	2019-03-25	Syradisk
BBT 307	2019-03-26	Syradisk
BBT 304	2019-03-26	Syradisk
BBT 310	2019-03-26	Syradisk
BBT 322	2019-03-26	Syradisk
T34	2019-03-26	Syradisk
Filtret Sterilning	2019-03-26	Genomförd
BBT 315	2019-03-26	Syradisk
BBT 320	2019-03-27	Syradisk
BBT 312	2019-03-27	Syradisk
BBT 323	2019-03-27	Syradisk
BBT 324	2019-03-28	Lutdisk
BBT 305	2019-03-28	Syradisk
BBT 310	2019-03-28	Syradisk
T45	2019-03-28	Lutdisk
Filtret Sterilning	2019-03-28	Genomförd
T34	2019-03-28	Syradisk
Stora balanssystemet (1)	2019-03-29	Lutdisk
Filtret-Veckoavslut	2019-03-29	Lutsterilning
Lilla balanssystemet (2)	2019-03-29	Lutdisk
BBT 313	2019-03-31	Lutdisk
Gurtank T67	2019-03-31	Syradisk
Kontrollera BBT:er i Citect	2019-03-31	Genomförd
BBT 316	2019-04-01	Lutdisk
BBT 322	2019-04-01	Syradisk
BBT 314	2019-04-01	Syradisk
BBT 307	2019-04-01	Lutdisk
BBT 310	2019-04-02	Lutdisk
BBT 315	2019-04-02	Syradisk
BBT 304	2019-04-02	Lutdisk
BBT 325	2019-04-02	Lutdisk
BBT 312	2019-04-02	Lutdisk
BBT 317	2019-04-03	Syradisk
Filtret Sterilning	2019-04-04	Genomförd
T34	2019-04-04	Syradisk
BBT 314	2019-04-04	Lutdisk
BBT 311	2019-04-04	Syradisk
BBT 305	2019-04-04	Syradisk
BBT 309	2019-04-04	Lutdisk
BBT 323	2019-04-04	Lutdisk
Filtret Sterilning	2019-04-05	Genomförd
BBT 308	2019-04-05	Lutdisk
BBT 312	2019-04-05	Syradisk
T34	2019-04-06	Syradisk
T45	2019-04-06	Syradisk
Kontrollera BBT:er i Citect	2019-04-06	Genomförd
BBT 324	2019-04-07	Syradisk
BBT 320	2019-04-07	Syradisk
BBT 312	2019-04-07	Syradisk
BBT 321	2019-04-08	Lutdisk
BBT 322	2019-04-08	Syradisk
BBT 316	2019-04-08	Syradisk
T45	2019-04-09	Syradisk
BBT 310	2019-04-09	Syradisk
BBT 321	2019-04-09	Lutdisk
T45	2019-04-09	Lutdisk
CIP av 321 & 45 Tillsammans	2019-04-09	Lutdisk
Filtret Sterilning	2019-04-09	Genomförd
BBT 325	2019-04-09	Lutdisk
BBT 315	2019-04-09	Syradisk
BBT 307	2019-04-10	Syradisk
BBT 315	2019-04-10	Lutdisk
BBT 314	2019-04-10	Syradisk
T34	2019-04-10	Lutdisk
Filtret Sterilning	2019-04-10	Genomförd
BBT 304	2019-04-11	Syradisk
BBT 305	2019-04-11	Lutdisk
BBT 306	2019-04-11	Lutdisk
Filtret Sterilning	2019-04-12	Genomförd
T45	2019-04-12	Syradisk
T34	2019-04-12	Syradisk
BBT 315	2019-04-14	Syradisk
BBT 320	2019-04-14	Lutdisk
BBT 324	2019-04-15	Syradisk
BBT 312	2019-04-15	Syradisk
BBT 313	2019-04-15	Syradisk
BBT 304	2019-04-15	Syradisk
BBT 305	2019-04-15	Syradisk
BBT 308	2019-04-15	Syradisk
BBT 321	2019-04-16	Syradisk
BBT 316	2019-04-16	Syradisk
BBT 312	2019-04-16	Syradisk
BBT 323	2019-04-16	Syradisk
BBT 311	2019-04-16	Lutdisk
T45	2019-04-17	Syradisk
BBT 310	2019-04-17	Syradisk
T34	2019-04-17	Syradisk
BBT 314	2019-04-17	Syradisk
Aldox	2019-04-18	Syradisk
Maltax	2019-04-18	Rengjord
Kontrollera BBT:er i Citect	2019-04-18	Genomförd
Filtret-Veckoavslut	2019-04-18	Lutsterilning
Vattenfilter	2019-04-18	Genomförd
Gurtank T68	2019-04-19	Syradisk
BBT 318	2019-04-22	Lutdisk
BBT 317	2019-04-22	Lutdisk
BBT 325	2019-04-23	Syradisk
BBT 307	2019-04-23	Lutdisk
BBT 308	2019-04-24	Syradisk
BBT 304	2019-04-24	Lutdisk
BBT 306	2019-04-24	Syradisk
BBT 311	2019-04-24	Syradisk
BBT 324	2019-04-24	Lutdisk
